vehicle_id,Body_Type,Global_Sales_Sub-Segment,Brand,Nameplate,Driven_Wheels,Transmission,Turbo,Fuel_Type,PropSysDesign,Plugin,Registration_Type,Generation_Year,Length,Height,Width,Engine_KW,No_of_Gears,Curb_Weight,CO2,Fuel_cons_combined,date,country_name,year
46340,pickup,pup,nissan,navara,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2017.0,5263.0,1790.0,1850.0,135.0,6.0,1706.0,234.0,9.8,2017-01-01,China,2017
46341,pickup,pup,maxus datong,t60,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2017.0,5365.0,1722.0,1900.0,105.0,5.0,1685.0,262.0,10.6,2017-01-01,China,2017
46342,pickup,pup,great wall,wingle,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2016.0,5095.0,1730.0,1800.0,90.0,5.0,1640.0,236.0,10.1,2017-01-01,China,2017
46343,van,van,volkswagen,transporter,front,automatic,turbo,diesel,ice,no,Passenger Cars,2015.0,5500.0,1949.0,1994.0,150.0,7.0,1870.0,172.0,6.6,2017-01-01,Germany,2017
46344,pickup,pup,huanghai,antelope/steed/plutus,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2005.0,5350.0,1690.0,1725.0,93.0,5.0,1536.0,263.0,11.3,2017-01-01,China,2017
46345,pickup,pup,beijing auto,luling,awd,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2005.0,5220.0,1801.0,1846.0,68.0,5.0,1570.0,198.0,7.5,2017-01-01,China,2017
46346,suv,suv,lexus,gx,awd,automatic,non turbo,gas,ice,no,Passenger Cars,2009.0,4879.0,1885.0,1885.0,224.0,6.0,2327.0,330.0,13.8,2017-01-01,USA,2017
46347,pickup,pup,foton,tunland,awd,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2012.0,5320.0,1790.0,1860.0,70.0,5.0,1765.0,251.0,9.2,2017-01-01,China,2017
46349,suv,suv,porsche,macan,awd,automatic,turbo,gas,ice,no,Light Commercial Vehicles,2013.0,4697.0,1624.0,1923.0,185.0,7.0,1770.0,167.0,7.2,2017-01-01,Germany,2017
46350,pickup,pup,beijing auto,luling,awd,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2005.0,5220.0,1801.0,1846.0,65.0,5.0,1665.0,201.0,7.6,2017-01-01,China,2017
46351,pickup,pup,ram,2500/3500,unknown,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,6027.0,2057.0,2009.0,306.0,5.0,3195.0,271.4,15.641428488823232,2017-01-01,USA,2017
46352,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5510.0,2262.0,2130.0,115.0,8.0,2140.0,194.89763062607892,7.6543276579477455,2017-01-01,Germany,2017
46353,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5510.0,2262.0,2130.0,100.0,8.0,2140.0,195.36889499389497,7.507660991281079,2017-01-01,Germany,2017
46354,van,van,nissan,nv300,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5399.0,1971.0,1956.0,92.0,6.0,1923.0,149.0,5.7,2017-01-01,Germany,2017
46355,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5510.0,2262.0,2130.0,85.0,8.0,2140.0,195.36889499389497,7.518031361651451,2017-01-01,Germany,2017
46356,pickup,pup,nissan,compact pickup,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,1998.0,4980.0,1650.0,1690.0,110.0,5.0,1625.0,234.0,10.0,2017-01-01,China,2017
46357,van,van,nissan,nv400,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,5548.0,2486.0,2070.0,125.0,6.0,2281.0,184.70141528406242,7.394031319426296,2017-01-01,Germany,2017
46359,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1979.0,2017.0,227.0,8.0,2277.0,358.51666666666665,11.8,2017-01-01,USA,2017
46361,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1979.0,2017.0,295.0,8.0,2277.0,366.55,13.8,2017-01-01,USA,2017
46362,pickup,pup,beijing auto,luling,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2005.0,5220.0,1801.0,1846.0,85.0,5.0,1625.0,237.0,10.0,2017-01-01,China,2017
46364,suv,suv,kia,sorento,front,manual,turbo,diesel,ice,no,Passenger Cars,2014.0,4800.0,1680.0,1890.0,147.0,6.0,1874.0,155.0,5.7,2017-01-01,Germany,2017
46365,van,van,nissan,nv400,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,6198.0,2475.0,2070.0,125.0,6.0,2284.0,184.41893162393163,7.409657684655709,2017-01-01,Germany,2017
46367,pickup,pup,beijing auto,luling,awd,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2005.0,5220.0,1801.0,1846.0,46.0,5.0,1665.0,199.0,7.6,2017-01-01,China,2017
46368,pickup,pup,nissan,navara,awd,automatic,non turbo,gas,ice,no,Light Commercial Vehicles,2017.0,5263.0,1790.0,1850.0,135.0,7.0,1621.0,244.0,9.5,2017-01-01,China,2017
46369,pickup,pup,ram,2500/3500,rear,automatic,non turbo,gas-e,ice,no,Passenger Cars,2008.0,6589.0,1961.0,2017.0,286.0,5.0,2991.0,277.45,14.866983251633986,2017-01-01,USA,2017
46370,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5558.0,2460.0,2010.0,100.0,8.0,2237.0,188.44711413358957,7.182091168091168,2017-01-01,Germany,2017
46371,van,van,opel,movano,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,5048.0,2307.0,2070.0,96.0,6.0,1975.0,203.0,7.5,2017-01-01,Germany,2017
46372,pickup,pup,ram,1500,rear,automatic,turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1979.0,2017.0,227.0,8.0,2305.0,332.4500000000001,11.8,2017-01-01,USA,2017
46373,suv,suv,audi,q7,awd,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2015.0,5069.0,1741.0,1968.0,320.0,8.0,2345.0,189.0,7.2,2017-01-01,Germany,2017
46374,sedan,car,mercedes-benz,e-class,awd,automatic,turbo,gas,ice,no,Passenger Cars,2016.0,4923.0,1468.0,1852.0,450.0,9.0,1950.0,245.0,10.8,2017-01-01,Germany,2017
46375,suv,suv,bmw,x6,awd,automatic,turbo,gas,ice,no,Passenger Cars,2014.0,4910.0,1689.0,1989.0,423.0,8.0,2352.0,352.0,14.7,2017-01-01,USA,2017
46376,roadster,sport,morgan,plus 4/plus 8,rear,manual,non turbo,gas,ice,no,Passenger Cars,2004.0,4010.0,1220.0,1610.0,115.0,5.0,940.0,164.0,7.1,2017-01-01,Germany,2017
46377,pickup,pup,nissan,compact pickup,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,1998.0,4980.0,1650.0,1690.0,110.0,5.0,1440.0,231.0,9.9,2017-01-01,China,2017
46378,van,van,nissan,nv400,rear,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,6418.0,2350.0,2070.0,96.0,6.0,2339.0,232.0,9.0,2017-01-01,Germany,2017
46379,suv,suv,audi,q5,awd,automatic,turbo,gas,ice,no,Passenger Cars,2007.0,4648.0,1659.0,1910.0,260.0,8.0,2015.0,285.0,8.1,2017-01-01,USA,2017
46380,pickup,pup,ram,1500,rear,automatic,turbo,diesel,ice,no,Passenger Cars,2008.0,5817.0,1979.0,2017.0,179.0,8.0,2305.0,319.3388888888889,10.2,2017-01-01,USA,2017
46381,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1979.0,2017.0,295.0,8.0,2305.0,366.55,13.8,2017-01-01,USA,2017
46382,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1971.0,2017.0,295.0,8.0,2306.0,366.55,13.8,2017-01-01,USA,2017
46385,chassis-cab,van,faw,ca1046,awd,manual,turbo,diesel,ice,no,Light Commercial Vehicles,1995.0,5995.0,2335.0,2096.0,46.0,5.0,2175.0,277.0,10.3,2017-01-01,China,2017
46387,pickup,pup,ram,1500,unknown,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5309.0,1910.0,2017.0,227.0,8.0,2150.0,344.94999999999993,12.4,2017-01-01,USA,2017
46389,sedan,car,mercedes-benz,e-class,awd,automatic,turbo,gas,ice,no,Passenger Cars,2016.0,4923.0,1468.0,1852.0,420.0,9.0,1940.0,245.0,10.8,2017-01-01,Germany,2017
46390,pickup,pup,ram,1500,unknown,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5309.0,1910.0,2017.0,295.0,8.0,2150.0,353.78333333333336,13.8,2017-01-01,USA,2017
46391,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1971.0,2017.0,227.0,8.0,2306.0,358.51666666666665,11.8,2017-01-01,USA,2017
46392,van,van,volkswagen,transporter,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2015.0,4904.0,1990.0,1904.0,84.0,5.0,1797.0,156.0,6.0,2017-01-01,Germany,2017
46394,pickup,pup,ram,1500,unknown,automatic,turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1969.0,2017.0,227.0,8.0,2296.0,316.9854166666668,12.4,2017-01-01,USA,2017
46395,suv,suv,mini,countryman,awd,automatic,turbo,gas,ice,no,Passenger Cars,2016.0,4299.0,1557.0,1822.0,100.0,8.0,1470.0,136.0,6.0,2017-01-01,USA,2017
46398,suv,suv,nissan,pathfinder,awd,automatic,non turbo,gas,ice,no,Passenger Cars,2012.0,5042.0,1768.0,1961.0,212.0,7.0,2114.0,268.0,11.2,2017-01-01,USA,2017
46399,suv,suv,nissan,pathfinder,awd,automatic,non turbo,gas,ice,no,Passenger Cars,2012.0,5042.0,1768.0,1961.0,212.0,7.0,2032.0,256.0,10.7,2017-01-01,USA,2017
46400,suv,suv,nissan,pathfinder,awd,automatic,non turbo,gas,ice,no,Passenger Cars,2012.0,5042.0,1768.0,1961.0,212.0,7.0,2017.0,256.0,10.7,2017-01-01,USA,2017
46401,suv,suv,nissan,pathfinder,awd,automatic,non turbo,gas,ice,no,Passenger Cars,2012.0,5042.0,1768.0,1961.0,212.0,7.0,2010.0,256.0,10.7,2017-01-01,USA,2017
46402,sedan,car,lexus,ls,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2006.0,5080.0,1455.0,1875.0,288.0,8.0,1980.0,297.0,12.4,2017-01-01,USA,2017
46403,pickup,pup,nissan,navara,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2017.0,5263.0,1790.0,1850.0,135.0,5.0,1596.0,230.0,9.6,2017-01-01,China,2017
46404,van,van,changan,sc6601/6608,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,1975.0,5990.0,2680.0,2025.0,120.0,5.0,3152.0,294.0,11.8,2017-01-01,China,2017
46406,pickup,pup,ram,1500,unknown,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5309.0,1930.0,2017.0,227.0,8.0,2292.0,346.4833333333333,12.4,2017-01-01,USA,2017
46407,van,van,changan,sc6601/6608,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,1975.0,5990.0,2680.0,2025.0,80.0,5.0,3075.0,309.0,12.6,2017-01-01,China,2017
46409,van,van,changan,sc6601/6608,rear,manual,non turbo,gas,ice,no,Light Commercial Vehicles,1975.0,5990.0,2680.0,2025.0,102.0,5.0,3075.0,288.0,12.2,2017-01-01,China,2017
46411,van,van,volkswagen,transporter,awd,automatic,turbo,diesel,ice,no,Passenger Cars,2015.0,5100.0,1952.0,1994.0,110.0,7.0,1930.0,173.0,6.6,2017-01-01,Germany,2017
46412,suv,suv,mercedes-benz,gla,front,automatic,turbo,diesel,ice,no,Passenger Cars,2013.0,4424.0,1494.0,1804.0,80.0,7.0,1470.0,103.0,3.9,2017-01-01,Germany,2017
46413,suv,suv,fiat,500x,front,manual,non turbo,gas,ice,no,Passenger Cars,2014.0,4273.0,1600.0,1796.0,81.0,5.0,1275.0,139.0,6.0,2017-01-01,Germany,2017
46417,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5309.0,1895.0,2017.0,227.0,8.0,2049.0,356.9833333333333,11.8,2017-01-01,USA,2017
46419,van,van,beijing auto,haice009,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2016.0,5260.0,2066.0,1700.0,105.0,5.0,1915.0,259.0,11.1,2017-01-01,China,2017
46420,sedan,car,hyundai,sonata,front,automatic,turbo,gas,ice,no,Passenger Cars,2014.0,4854.0,1476.0,1864.0,183.0,6.0,1590.0,235.0,9.8,2017-01-01,USA,2017
46421,sedan,car,lexus,is,rear,automatic,turbo,gas,ice,no,Passenger Cars,2013.0,4680.0,1430.0,1810.0,180.0,8.0,1590.0,177.0,7.7,2017-01-01,Germany,2017
46422,van,van,foton,view,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2000.0,5020.0,1935.0,1690.0,95.0,5.0,1885.0,267.0,10.7,2017-01-01,China,2017
46423,pickup,pup,ram,1500,rear,automatic,turbo,diesel,ice,no,Passenger Cars,2008.0,5867.0,1890.0,2017.0,179.0,8.0,2140.0,319.3388888888889,10.2,2017-01-01,USA,2017
46424,suv,suv,mercedes-benz,gle,awd,automatic,turbo,gas,ice,no,Passenger Cars,2015.0,4852.0,1762.0,1971.0,410.0,7.0,2290.676945482465,214.59312757133043,10.642629629629631,2017-01-01,China,2017
46426,pickup,pup,zhongxing,grand tiger,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,1999.0,5117.0,1769.0,1804.0,100.0,5.0,1770.0,297.0,12.1,2017-01-01,China,2017
46427,pickup,pup,foton,tunland,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2012.0,5320.0,1790.0,1860.0,100.0,5.0,2480.0,263.0,11.4,2017-01-01,China,2017
46428,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5867.0,1890.0,2017.0,295.0,8.0,2140.0,365.01666666666665,13.8,2017-01-01,USA,2017
46429,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5963.0,2660.0,2010.0,85.0,8.0,2148.0,188.1971141335895,7.195794871794872,2017-01-01,Germany,2017
46430,sedan,car,bmw,5-series,rear,automatic,turbo,gas,hybrid-full,yes,Passenger Cars,2016.0,4936.0,1479.0,1868.0,135.0,8.0,1845.0,44.0,2.282281024531024,2017-01-01,Germany,2017
46431,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5867.0,1890.0,2017.0,227.0,8.0,2140.0,356.9833333333333,11.8,2017-01-01,USA,2017
46432,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5309.0,1897.0,2017.0,295.0,8.0,2199.0,366.55,13.8,2017-01-01,USA,2017
46433,pickup,pup,zhongxing,grand tiger,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,1999.0,5117.0,1769.0,1804.0,76.0,5.0,1470.0,297.0,12.0,2017-01-01,China,2017
46434,sedan,car,kia,optima,front,automatic,non turbo,gas,hybrid-full,yes,Passenger Cars,2015.0,4855.0,1465.0,1860.0,115.0,6.0,1780.0,37.0,5.421,2017-01-01,USA,2017
46435,van,van,volkswagen,caddy,awd,manual,turbo,diesel,ice,no,Passenger Cars,2003.0,4408.0,1851.0,1793.0,90.0,6.0,1571.0,150.0,5.7,2017-01-01,Germany,2017
46439,pickup,pup,zhongxing,grand tiger,awd,manual,turbo,diesel,ice,no,Light Commercial Vehicles,1999.0,5117.0,1769.0,1804.0,75.0,5.0,1740.0,297.0,11.7,2017-01-01,China,2017
46440,van,van,foton,view,awd,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2000.0,5020.0,1935.0,1690.0,65.0,5.0,1780.0,255.0,9.0,2017-01-01,China,2017
46441,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1953.0,2017.0,295.0,8.0,2259.0,366.55,13.8,2017-01-01,USA,2017
46442,van,van,jinbei,haise,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2008.0,5420.0,2285.0,1880.0,102.0,5.0,2045.0,273.0,11.1,2017-01-01,China,2017
46443,pickup,pup,foton,tunland,awd,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2012.0,5320.0,1790.0,1860.0,85.0,5.0,1955.0,259.0,9.9,2017-01-01,China,2017
46444,pickup,pup,ram,1500,rear,automatic,turbo,diesel,ice,no,Passenger Cars,2008.0,5817.0,1961.0,2017.0,179.0,8.0,2212.0,319.3388888888889,10.2,2017-01-01,USA,2017
46445,van,van,jinbei,grand haice,rear,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2015.0,4880.0,2285.0,1880.0,104.0,6.0,1741.0,243.0,10.4,2017-01-01,China,2017
46446,sedan,car,mercedes-benz,s-class,rear,automatic,turbo,gas,ice,no,Passenger Cars,2013.0,5245.0,1494.0,1900.0,335.0,7.0,2165.0,282.0,11.8,2017-01-01,USA,2017
46447,van,van,nissan,nv300,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,4999.0,1971.0,1956.0,107.0,6.0,1882.0,155.0,6.0,2017-01-01,Germany,2017
46448,pickup,pup,ram,1500,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1953.0,2017.0,227.0,8.0,2259.0,358.51666666666665,11.8,2017-01-01,USA,2017
46449,van,van,fiat,talento,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,5399.0,1971.0,1956.0,107.0,6.0,2062.0,152.0,5.9,2017-01-01,Germany,2017
46450,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,7128.0,2740.0,2010.0,100.0,8.0,2490.0,188.1607753357753,7.215424501424503,2017-01-01,Germany,2017
46451,suv,suv,toyota,highlander,awd,automatic,non turbo,gas,ice,no,Passenger Cars,2013.0,4890.0,1730.0,1925.0,220.0,8.0,2082.0,256.0,10.7,2017-01-01,USA,2017
46453,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5970.0,2251.0,2130.0,100.0,8.0,2202.0,193.98556166056167,7.392799880169967,2017-01-01,Germany,2017
46454,sedan,car,lexus,gs,rear,automatic,non turbo,gas,hybrid-full,no,Passenger Cars,2011.0,4880.0,1455.0,1840.0,215.0,6.0,1895.0,137.0,5.9,2017-01-01,Germany,2017
46455,pickup,pup,ram,1500,rear,automatic,turbo,gas,ice,no,Passenger Cars,2008.0,5817.0,1953.0,2017.0,227.0,8.0,2212.0,332.4500000000001,11.8,2017-01-01,USA,2017
46456,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5970.0,2251.0,2130.0,115.0,8.0,2202.0,193.5142972927456,7.519466546836633,2017-01-01,Germany,2017
46457,van,van,qiteng,m70,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2014.0,4071.0,1902.0,1677.0,67.0,5.0,1050.0,191.0,7.6,2017-01-01,China,2017
46458,suv,suv,mini,countryman,awd,manual,turbo,gas,ice,no,Passenger Cars,2016.0,4299.0,1557.0,1822.0,100.0,6.0,1455.0,139.0,6.1,2017-02-01,USA,2017
46459,suv,suv,mercedes-benz,g-class,awd,automatic,turbo,gas,ice,no,Passenger Cars,1979.0,4764.0,1953.0,1824.0,310.0,7.0,2596.0,433.0,18.1,2017-02-01,USA,2017
46460,van,van,peugeot,boxer,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2006.0,6363.0,2524.0,2050.0,96.0,6.0,2135.0,168.0,6.4,2017-02-01,Germany,2017
46461,sedan,car,mercedes-benz,s-class,awd,automatic,turbo,gas,ice,no,Passenger Cars,2013.0,5255.0,1494.0,1899.0,345.0,9.0,2125.0,225.0,9.9,2017-02-01,Germany,2017
46462,van,van,opel,combo,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2011.0,4390.0,2125.0,1831.0,74.0,6.0,1455.0,120.0,4.5,2017-02-01,Germany,2017
46463,sedan,car,roewe,i6,front,manual,turbo,gas,ice,no,Passenger Cars,2016.0,4671.0,1464.0,1835.0,124.0,6.0,1348.6032076162371,234.06666666666663,11.819444444444445,2017-02-01,China,2017
46464,suv,suv,renault,kadjar,front,manual,turbo,gas,ice,no,Passenger Cars,2015.0,4449.0,1598.0,1836.0,120.0,6.0,1451.0,134.0,6.0,2017-02-01,Germany,2017
46465,wagon,car,bmw,5-series,rear,automatic,turbo,diesel,ice,no,Passenger Cars,2003.0,4843.0,1491.0,1846.0,170.0,6.0,1680.0,205.0,7.7,2017-02-01,Germany,2017
46466,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5558.0,2660.0,2010.0,115.0,8.0,2397.0,188.0425164324401,7.365424501424504,2017-02-01,Germany,2017
46467,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5963.0,2860.0,2010.0,115.0,8.0,2194.0,188.37584976577347,7.365424501424504,2017-02-01,Germany,2017
46468,wagon,car,opel,insignia,awd,automatic,turbo,diesel,ice,no,Passenger Cars,2017.0,5004.0,1525.0,1871.0,154.0,8.0,1807.0,191.0,7.2,2017-02-01,Germany,2017
46469,wagon,car,opel,insignia,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2008.0,4913.0,1513.0,1856.0,125.0,6.0,1743.0,149.0,5.7,2017-02-01,Germany,2017
46470,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5348.0,2275.0,2010.0,78.0,8.0,1878.0,188.85622899133455,7.218757834757834,2017-02-01,Germany,2017
46471,van,van,nissan,nv400,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,5048.0,2290.0,2070.0,107.0,6.0,1816.0,182.56359604138558,6.9006775460252365,2017-02-01,Germany,2017
46472,sedan,car,chevrolet,cruze,front,automatic,turbo,diesel,ice,no,Passenger Cars,2014.0,4666.0,1458.0,1791.0,102.0,6.0,1480.0,151.0,5.7,2017-02-01,USA,2017
46473,suv,suv,audi,q5,awd,automatic,turbo,gas,ice,no,Passenger Cars,2016.0,4663.0,1659.0,1893.0,260.0,8.0,1945.0,189.0,8.3,2017-02-01,Germany,2017
46474,hatchback,car,peugeot,308,front,automatic,turbo,diesel,ice,no,Passenger Cars,2013.0,4253.0,1457.0,1804.0,110.0,6.0,1385.0,108.0,4.1,2017-02-01,Germany,2017
46475,wagon,car,skoda,octavia,awd,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2013.0,4689.0,1452.0,1814.0,135.0,6.0,1572.0,134.0,5.1,2017-02-01,Germany,2017
46476,van,van,volkswagen,multivan,front,automatic,turbo,gas,ice,no,Light Commercial Vehicles,2015.0,4904.0,1970.0,1904.0,150.0,7.0,2053.0,206.0,9.0,2017-02-01,Germany,2017
46477,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5963.0,2860.0,2010.0,85.0,8.0,2194.0,188.44711413358957,7.195794871794872,2017-02-01,Germany,2017
46478,roadster,sport,lamborghini,huracan,rear,automatic,non turbo,gas,ice,no,Passenger Cars,2013.0,4459.0,1180.0,1924.0,427.0,7.0,1389.0,283.0,12.1,2017-02-01,USA,2017
46479,wagon,car,volvo,v90 cross country,awd,automatic,turbo,gas,ice,no,Passenger Cars,2016.0,4938.0,1542.0,1880.0,235.0,8.0,1915.0,225.0,9.4,2017-02-01,USA,2017
46480,van,van,volkswagen,transporter,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2015.0,5304.0,1990.0,1904.0,84.0,5.0,1854.0,159.0,6.1,2017-02-01,Germany,2017
46481,hatchback,car,seat,leon,front,manual,turbo,gas,ice,no,Passenger Cars,2012.0,4281.0,1435.0,1816.0,221.0,6.0,1395.0,158.0,6.9,2017-02-01,Germany,2017
46482,hatchback,car,skoda,fabia,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,3992.0,1452.0,1732.0,66.0,5.0,1156.0,95.0,3.6,2017-02-01,Germany,2017
46483,wagon,car,porsche,panamera,awd,automatic,turbo,gas,hybrid-full,yes,Passenger Cars,2016.0,5049.0,1427.0,1937.0,404.0,8.0,2385.0,66.0,2.9,2017-02-01,Germany,2017
46484,suv,suv,hyundai,tucson,front,automatic,unknown,hydrogen,fuel cell,no,Passenger Cars,2009.0,4410.0,1655.0,1820.0,53.0,7.0,1846.0,0.0,6.546460317460317,2017-02-01,USA,2017
46485,van,van,volkswagen,transporter,awd,automatic,turbo,gas,ice,no,Light Commercial Vehicles,2015.0,5304.0,1990.0,1904.0,150.0,7.0,1898.0,209.0,9.1,2017-02-01,Germany,2017
46486,convertible,car,volkswagen,new beetle convertible,front,automatic,turbo,gas,ice,no,Passenger Cars,2011.0,4277.0,1473.0,1808.0,130.0,6.0,1463.0,194.0,8.1,2017-02-01,USA,2017
46487,suv,suv,kia,sportage,front,automatic,turbo,diesel,ice,no,Passenger Cars,2015.0,4480.0,1635.0,1855.0,104.0,7.0,1545.0,129.0,4.9,2017-02-01,Germany,2017
46488,coupe,car,alpina,4-series,awd,automatic,turbo,gas,ice,no,Passenger Cars,2013.0,4640.0,1373.0,1825.0,301.0,8.0,1680.512157206449,167.0019246031746,7.654008894239664,2017-02-01,China,2017
46489,coupe,sport,lotus,exige,rear,manual,turbo,gas,ice,no,Passenger Cars,2012.0,4084.0,1129.0,1802.0,280.0,6.0,1110.0,242.0,10.4,2017-02-01,Germany,2017
46490,suv,suv,skoda,kodiaq,front,automatic,turbo,gas,ice,no,Passenger Cars,2016.0,4697.0,1655.0,1882.0,110.0,6.0,1589.0,141.0,6.2,2017-02-01,Germany,2017
46491,van,van,nissan,nv400,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,5048.0,2481.0,2070.0,107.0,6.0,1844.0,182.67941818220768,6.93925446910216,2017-02-01,Germany,2017
46492,hatchback,car,kia,rio,front,automatic,non turbo,gas,ice,no,Passenger Cars,2016.0,4065.0,1450.0,1725.0,73.0,4.0,1158.0,140.0,6.1,2017-02-01,Germany,2017
46493,hatchback,car,peugeot,308,front,automatic,turbo,gas,ice,no,Passenger Cars,2013.0,4253.0,1457.0,1804.0,96.0,6.0,1225.0,112.0,4.9,2017-02-01,Germany,2017
46494,suv,suv,skoda,kodiaq,front,manual,turbo,gas,ice,no,Passenger Cars,2016.0,4697.0,1655.0,1882.0,92.0,6.0,1545.0,139.0,6.1,2017-02-01,Germany,2017
46495,van,van,fiat,ducato,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2006.0,5413.0,2524.0,2050.0,109.0,6.0,2400.0,157.0,5.9,2017-02-01,Germany,2017
46496,pickup,van,ford,f-150,unknown,automatic,non turbo,gas,ice,no,Passenger Cars,2014.0,5890.0,1961.0,2029.0,242.0,5.0,2180.0,284.79523809523806,11.8,2017-02-01,USA,2017
46497,wagon,car,peugeot,308,front,manual,turbo,diesel,ice,no,Passenger Cars,2013.0,4585.0,1461.0,1804.0,110.0,6.0,1390.0,102.0,3.9,2017-02-01,Germany,2017
46498,van,van,peugeot,partner,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2008.0,4632.0,1812.0,1810.0,73.0,6.0,1595.0,108.0,4.1,2017-02-01,Germany,2017
